ID_hecho,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,COMUNA,pos x,pos y,ROL,PARTICIPANTES,VICTIMA,ACUSADO,EDAD_victima,FECHA_FALLECIMIENTO
2019-0072,2019-08-28,2019,8,28,06:20:00,6,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",10,-58.47439934,-34.63524207,CONDUCTOR,AUTO-AUTO,AUTO,AUTO,22.0,2019-09-02
2019-0073,2019-08-29,2019,8,29,01:50:00,1,ALVAREZ THOMAS AV. 1788,15,-58.46711912,-34.57926018,CONDUCTOR,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,29.0,2019-09-06
2019-0074,2019-08-29,2019,8,29,09:00:00,9,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",13,-58.46514781,-34.53465378,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,35.0,2019-08-29
2019-0075,2019-08-30,2019,8,30,23:20:00,23,SAN ANTONIO Y LUJAN,4,-58.37571078,-34.65584079,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,31.0,2019-08-30
2019-0076,2019-09-05,2019,9,5,18:00:00,18,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,4,-58.37157668,-34.65429986,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,29.0,2019-09-05
2019-0077,2019-09-08,2019,9,8,03:40:00,3,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",14,-58.39811256,-34.58070186,PEATON,PEATON-AUTO,PEATON,AUTO,28.0,2019-09-08
2019-0078,2019-09-12,2019,9,12,08:25:00,8,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",4,-58.41125934,-34.65417740,PEATON,PEATON-CARGAS,PEATON,CARGAS,72.0,2019-09-15
2019-0079,2019-09-17,2019,9,17,05:30:00,5,AGRELO Y COLOMBRES,5,-58.41822901,-34.61866836,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,57.0,2019-09-17
2019-0080,2019-09-17,2019,9,17,1900-01-04 18:40:00,18,"CABILDO AV. y PAZ, GRAL. AV.",13,-58.47617802,-34.53825652,PEATON,PEATON-MOTO,PEATON,MOTO,76.0,2019-09-17
2019-0081,2019-09-23,2019,9,23,16:00:00,16,ELCANO AV. 4300,15,-58.46141281,-34.58623761,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,67.0,2019-10-07
2019-0082,2019-09-25,2019,9,25,07:45:00,7,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",8,-58.42985146,-34.66119740,CICLISTA,BICICLETA-CARGAS,BICICLETA,CARGAS,47.0,2019-09-25
2019-0083,2019-09-26,2019,9,26,08:00:00,8,MONTE Y CORVALAN,9,-58.48457413,-34.65839090,CONDUCTOR,AUTO-AUTO,AUTO,AUTO,73.0,2019-09-26
2019-0084,2019-09-27,2019,9,27,11:45:00,11,TANDIL Y LA FUENTE,7,-58.46572884,-34.63628186,CICLISTA,BICICLETA-CARGAS,BICICLETA,CARGAS,40.0,2019-09-27
2019-0085,2019-10-09,2019,10,9,22:18:00,22,CARDOSO Y BACACAY,10,-58.49261744,-34.63419130,CICLISTA,BICICLETA-TREN,BICICLETA,TREN,20.0,2019-10-09
2019-0086,2019-10-15,2019,10,15,14:10:00,14,CORRIENTES AV. 6700,15,-58.45283186,-34.58841560,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,29.0,2019-10-15
2019-0087,2019-10-21,2019,10,21,21:00:00,21,ALVAREZ THOMAS AV. Y MENDOZA,12,-58.47973681,-34.57418656,CONDUCTOR,MOTO-MOTO,MOTO,MOTO,41.0,2019-10-21
2019-0088,2019-10-22,2019,10,22,20:00:00,20,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",4,-58.40623949,-34.65076549,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,27.0,2019-10-22
2019-0089,2019-10-23,2019,10,23,15:45:00,15,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",4,-58.36244648,-34.63107887,PEATON,PEATON-CARGAS,PEATON,CARGAS,92.0,2019-10-23
2019-0090,2019-10-24,2019,10,24,18:26:00,18,"ALBERDI, JUAN BAUTISTA AV. 5455",9,-58.49962423,-34.64868027,PEATON,PEATON-MOTO,PEATON,MOTO,67.0,2019-10-26
2019-0091,2019-11-01,2019,11,1,20:50:00,20,"JUSTO, JUAN B. AV. Y CAMARGO",15,-58.44551437,-34.59559816,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,35.0,2019-11-01
2019-0092,2019-11-03,2019,11,3,10:30:00,10,"BRIN, MINISTRO Y SUAREZ",4,-58.35608181,-34.63420319,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,37.0,2019-11-03
2019-0093,2019-11-13,2019,11,13,11:50:00,11,"NIZA Y JUSTO, JUAN B. AV.",11,-58.46483679,-34.60907662,CICLISTA,BICICLETA-OTRO,BICICLETA,OTRO,16.0,2019-11-13
2019-0094,2019-11-18,2019,11,18,14:00:00,14,CAMARGO Y SERRANO,15,-58.44368628,-34.59724326,PASAJERO_ACOMPAÑANTE,MOTO-OTRO,MOTO,OTRO,,2019-11-18
2019-0095,2019-11-20,2019,11,20,15:30:00,15,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,1,-58.37864583,-34.62907067,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,,2019-11-20
2019-0096,2019-11-22,2019,11,22,19:33:00,19,CASEROS AV. Y PIEDRAS,1,-58.37560352,-34.62726382,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,73.0,2019-11-22
2019-0097,2019-11-25,2019,11,25,08:50:00,8,"AUTOPISTA PERITO MORENO KM 5,6",9,-58.47721439,-34.64815069,PASAJERO_ACOMPAÑANTE,MULTIPLE,MOTO,MULTIPLE,23.0,2019-11-25
2019-0098,2019-11-25,2019,11,25,14:00:00,14,GUZMAN 365,15,-58.45134029,-34.58984288,PASAJERO_ACOMPAÑANTE,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,61.0,2019-11-29
2019-0100,2019-12-05,2019,12,5,17:30:00,17,de los constituyentes av. 4300,12,-58.49040794,-34.58368803,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,38.0,2019-12-18
2019-0101,2019-12-17,2019,12,17,04:20:00,4,"MORENO, PERITO AV. Y TILCARA AV.",4,-58.42102679,-34.64991178,CONDUCTOR,MOTO-MOTO,MOTO,MOTO,25.0,2019-12-17
2019-0102,2019-12-17,2019,12,17,14:30:00,14,"IBARROLA Y GORDILLO, TIMOTEO",9,-58.52219407,-34.64143926,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,18.0,2019-12-18
2019-0103,2019-12-18,2019,12,18,,SD,"PAZ, GRAL. AV. Y GRIVEO",11,-58.52169422,-34.59471640,CONDUCTOR,MOTO-MOTO,MOTO,MOTO,24.0,2019-12-18
2019-0104,2019-12-21,2019,12,21,04:25:00,4,RIVADAVIA AV. Y PERGAMINO,10,-58.47460416,-34.63206174,PASAJERO_ACOMPAÑANTE,MOTO-AUTO,MOTO,AUTO,23.0,2019-12-22
2020-0001,2020-01-04,2020,1,4,10:40:00,10,URIARTE Y LOYOLA,15,-58.43910409,-34.59213355,PEATON,PEATON-AUTO,PEATON,AUTO,87.0,2020-01-04
2020-0002,2020-01-05,2020,1,5,20:00:00,20,SARAZA Y VARELA AV.,7,-58.45019436,-34.64646409,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,36.0,2020-01-07
2020-0003,2020-01-11,2020,1,11,06:00:00,6,RIVADAVIA AV. Y COMBATE DE LOS POZOS,3,-58.39337644,-34.60927582,PEATON,PEATON-AUTO,PEATON,AUTO,44.0,2020-01-11
2020-0004,2020-01-14,2020,1,14,21:40:00,21,RODRIGUEZ PEÑA Y RIVADAVIA AV.,1,-58.39055614,-34.60919284,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,82.0,2020-01-15
2020-0005,2020-01-14,2020,1,14,06:00:00,6,24 DE NOVIEMBRE Y SAN JUAN AV.,3,-58.41036975,-34.62477021,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,25.0,2020-02-10
2020-0006,2020-01-20,2020,1,20,12:55:00,12,LAFUENTE AV. 2250,8,-58.44925765,-34.65412546,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,23.0,2020-01-20
2020-0007,2020-01-27,2020,1,27,00:37:00,0,CHILE Y LIMA ,1,-58.38156850,-34.61648696,PEATON,PEATON-MOTO,PEATON,MOTO,52.0,2020-01-27
2020-0008,2020-01-30,2020,1,30,07:10:00,7,CORDOBA AV. Y JEAN JAURES,2,-58.40662899,-34.59804521,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,49.0,2020-01-30
2020-0009,2020-02-04,2020,2,4,14:50:00,14,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",5,-58.41985649,-34.60600850,PEATON,PEATON-AUTO,PEATON,AUTO,48.0,2020-02-05
2020-0010,2020-02-08,2020,2,8,05:45:00,5,9 DE JULIO AV. Y SAN JUAN AV.,1,-58.38099833,-34.62214953,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,,2020-02-08
2020-0011,2020-02-12,2020,2,12,11:29:00,11,COLOMBRES 466,5,-58.41803309,-34.61823178,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,31.0,2020-02-12
2020-0012,2020-02-18,2020,2,18,21:00:00,21,MEXICO 2860,3,-58.40604003,-34.61783553,PEATON,PEATON-MOTO,PEATON,MOTO,66.0,2020-02-18
2020-0013,2020-02-20,2020,2,20,12:00:00,12,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,15,-58.47549929,-34.57994061,PEATON,PEATON-MOTO,PEATON,MOTO,58.0,2020-03-03
2020-0014,2020-02-27,2020,2,27,02:14:00,2,BERMUDEZ Y NOGOYA,11,-58.51398484,-34.61600366,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,,2020-02-27
2020-0015,2020-02-28,2020,2,28,14:30:00,14,BRASIL AV. Y PASEO COLON AV.,1,-58.36797542,-34.62519403,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,29.0,2020-02-28
2020-0016,2020-02-29,2020,2,29,13:00:00,13,"ALEM,LEANDRO N. AV. 770",1,-58.37133616,-34.59879316,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,68.0,2020-03-09
2020-0017,2020-03-05,2020,3,5,23:00:00,23,BELGRANO AV. Y RINCON,3,-58.39613805,-34.61413568,PEATON,PEATON-AUTO,PEATON,AUTO,,2020-03-05
2020-0018,2020-03-09,2020,3,9,14:00:00,14,"UDAONDO, GUILLERMO AV. 901",13,-58.44903073,-34.54200276,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,31.0,2020-03-09
2020-0019,2020-03-10,2020,3,10,21:00:00,21,CONSTITUCION Y CASTRO,5,-58.41972364,-34.62846670,PEATON,PEATON-AUTO,PEATON,AUTO,80.0,2020-03-10
2020-0020,2020-03-13,2020,3,13,17:30:00,17,"PUEYRREDON AV. Y GOMEZ, VALENTIN",3,-58.40571596,-34.60557123,PEATON,PEATON-MOTO,PEATON,MOTO,74.0,2020-03-17
2020-0021,2020-03-14,2020,3,14,16:50:00,16,"BRAVO, MARIO 1279",2,-58.41451590,-34.59488319,PEATON,PEATON-AUTO,PEATON,AUTO,87.0,2020-03-14
2020-0022,2020-04-07,2020,4,7,06:15:00,6,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",9,-58.47297505,-34.66245085,PASAJERO_ACOMPAÑANTE,AUTO-CARGAS,AUTO,CARGAS,44.0,2020-04-07
2020-0023,2020-04-09,2020,4,9,18:42:00,18,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",4,-58.35791192,-34.63695178,CONDUCTOR,AUTO-CARGAS,AUTO,CARGAS,44.0,2020-05-03
2020-0024,2020-04-24,2020,4,24,07:58:00,7,MURGUIONDO 1339,9,-58.50801713,-34.65177305,CONDUCTOR,AUTO-AUTO,AUTO,AUTO,53.0,2020-04-24
2020-0025,2020-05-12,2020,5,12,05:35:00,5,RIVADAVIA AV. 2551,3,-58.40258477,-34.60975108,PEATON,PEATON-AUTO,PEATON,AUTO,,2020-05-12
2020-0026,2020-05-17,2020,5,17,06:40:00,6,"LUGONES, LEOPOLDO AV. KM 6,1",14,.,.,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,28.0,2020-05-17
2020-0027,2020-05-18,2020,5,18,08:00:00,8,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",8,-58.48267426,-34.68454456,PEATON,PEATON-CARGAS,PEATON,CARGAS,76.0,2020-05-18
2020-0028,2020-05-19,2020,5,19,10:00:00,10,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",15,-58.44248936,-34.60221948,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,91.0,2020-05-23
2020-0029,2020-06-10,2020,6,10,14:00:00,14,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",9,-58.52909134,-34.63886726,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,80.0,2020-06-12
2020-0030,2020-06-16,2020,6,16,15:00:00,15,SAN MARTIN AV. 1550,6,-58.45158942,-34.60646580,CONDUCTOR,MULTIPLE,MOTO,MULTIPLE,40.0,2020-06-16
2020-0031,2020-06-30,2020,6,30,08:00:00,8,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",9,-58.49344309,-34.65788529,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,29.0,2020-06-30
2020-0032,2020-07-10,2020,7,10,23:00:00,23,CORRIENTES AV. Y SERRANO,15,-58.44259166,-34.59635137,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,21.0,2020-07-10
2020-0033,2020-07-19,2020,7,19,06:25:00,6,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,CONDUCTOR,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,32.0,2020-07-19
2020-0034,2020-08-02,2020,8,2,03:20:00,3,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",3,-58.41178158,-34.60922259,PEATON,PEATON-AUTO,PEATON,AUTO,,2020-08-02
2020-0035,2020-08-04,2020,8,4,05:30:00,5,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",7,-58.45068621,-34.63638927,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,40.0,2020-08-04
2020-0036,2020-08-07,2020,8,7,18:40:00,18,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",14,-58.42016954,-34.58778790,PEATON,PEATON-MOTO,PEATON,MOTO,72.0,2020-08-22
2020-0037,2020-08-29,2020,8,29,04:30:00,4,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",8,-58.43850413,-34.65554754,PEATON,PEATON-AUTO,PEATON,AUTO,38.0,2020-08-29
2020-0038,2020-08-30,2020,8,30,04:00:00,4,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,CONDUCTOR,AUTO-AUTO,AUTO,AUTO,46.0,2020-08-30
2020-0038,2020-08-30,2020,8,30,04:00:00,4,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,CONDUCTOR,AUTO-AUTO,AUTO,AUTO,64.0,2020-08-30
2020-0039,2020-09-01,2020,9,1,19:17:42,19,MURGUIONDO 2700,9,.,.,PEATON,PEATON-CARGAS,PEATON,CARGAS,44.0,2020-09-01
2020-0040,2020-09-12,2020,9,12,03:30:00,3,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",2,-58.38526125,-34.57805810,CONDUCTOR,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,,2020-09-12
2020-0041,2020-09-28,2020,9,28,01:45:00,1,"CURAPALIGUE Y PERON, EVA AV.",7,-58.44750470,-34.63491705,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,34.0,2020-09-28
2020-0042,2020-09-29,2020,9,29,17:10:00,17,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",8,-58.46745752,-34.68192648,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,53.0,2020-09-29
2020-0043,2020-09-30,2020,9,30,17:20:00,17,"ALEM, LEANDRO N. AV. Y PARAGUAY",1,-58.37202621,-34.59717942,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,64.0,2020-09-30
2020-0044,2020-10-05,2020,10,5,00:20:00,0,LA PLATA AV. E INDEPENDENCIA,6,-58.42779702,-34.62207347,CONDUCTOR,AUTO-AUTO,AUTO,AUTO,43.0,2020-10-05
2020-0045,2020-10-19,2020,10,19,03:00:00,3,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,CONDUCTOR,AUTO-CARGAS,AUTO,CARGAS,50.0,2020-10-19
2020-0046,2020-10-27,2020,10,27,21:00:00,21,"NAZCA AV. Y CARRANZA, ADOLFO P.",11,-58.48440160,-34.60776782,CONDUCTOR,MOTO-MOTO,MOTO,MOTO,41.0,2020-10-27
2020-0047,2020-10-27,2020,10,27,14:00:00,14,AUTOPISTA CAMPORA ALTURA LACARRA AV.,9,-58.46668375,-34.65174801,PEATON,PEATON-CARGAS,PEATON,CARGAS,15.0,2020-10-27
2020-0048,2020-10-29,2020,10,29,20:20:00,20,DORREGO AV. 614,15,-58.44958780,-34.59322448,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,41.0,2020-10-29
2020-0049,2020-10-30,2020,10,30,20:00:00,20,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,PEATON,PEATON-AUTO,PEATON,AUTO,36.0,2020-10-30
2020-0050,2020-11-01,2020,11,1,22:00:00,22,SANTA FE AV. Y GODOY CRUZ,14,-58.42525456,-34.57866344,PEATON,PEATON-MOTO,PEATON,MOTO,28.0,2020-11-01
2020-0051,2020-11-05,2020,11,5,00:40:00,0,AVELLANEDA AV. Y MERCEDES,10,-58.48493828,-34.62981124,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,49.0,2020-11-05
2020-0052,2020-11-07,2020,11,7,06:50:00,6,TUCUMAN Y PUEYRREDON AV.,3,-58.40480504,-34.60183884,CICLISTA,BICICLETA-CARGAS,BICICLETA,CARGAS,44.0,2020-11-07
2020-0053,2020-11-09,2020,11,9,03:30:00,3,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",4,-58.41125934,-34.65417740,PASAJERO_ACOMPAÑANTE,AUTO-AUTO,AUTO,AUTO,27.0,2020-11-09
2020-0054,2020-11-19,2020,11,19,09:00:00,9,INCLAN Y ALBERTI,4,-58.39956546,-34.62977080,CICLISTA,BICICLETA-AUTO,BICICLETA,AUTO,59.0,2020-11-23
2020-0055,2020-11-19,2020,11,19,12:30:00,12,OLAZABAL AV. 5437,12,-58.49005682,-34.57868970,PEATON,PEATON-CARGAS,PEATON,CARGAS,91.0,2020-12-11
2020-0056,2020-11-21,2020,11,21,13:00:00,13,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",8,-58.47064556,-34.69843756,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,34.0,2020-11-21
2020-0057,2020-11-23,2020,11,23,07:45:00,7,"NAZCA AV. Y VIALE, LUIS",11,-58.47501560,-34.61945902,PEATON,PEATON-AUTO,PEATON,AUTO,84.0,2020-11-23
2020-0058,2020-11-24,2020,11,24,16:00:00,16,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",10,-58.48727942,-34.63652467,PEATON,PEATON-AUTO,PEATON,AUTO,57.0,2020-11-25
2020-0059,2020-12-01,2020,12,1,06:35:00,6,BRASIL 1100,1,-58.37951690,-34.62794241,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,49.0,2020-12-14
2020-0060,2020-12-03,2020,12,3,20:30:00,20,"HOMERO Y PERON, EVA AV.",9,-58.47750832,-34.65672199,PEATON,PEATON-MOTO,PEATON,MOTO,69.0,2020-12-03
2020-0061,2020-12-03,2020,12,3,14:40:00,14,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,45.0,2020-12-04
2020-0062,2020-12-04,2020,12,4,17:19:00,17,MORENO 1845,3,-58.39246272,-34.61253541,CICLISTA,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,47.0,2020-12-04
2020-0063,2020-12-05,2020,12,5,07:10:00,7,NUEVA YORK Y ALTA GRACIA,11,-58.52783814,-34.61047001,PEATON,PEATON_MOTO-MOTO,PEATON,MOTO,38.0,2020-12-05
2020-0063,2020-12-05,2020,12,5,07:10:00,7,NUEVA YORK Y ALTA GRACIA,11,-58.52783814,-34.61047001,PASAJERO_ACOMPAÑANTE,PEATON_MOTO-MOTO,MOTO,MOTO,21.0,2020-12-05
2020-0065,2020-12-05,2020,12,5,16:00:00,16,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,24.0,2020-12-06
2020-0066,2020-12-07,2020,12,7,04:30:00,4,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,10,-58.50178784,-34.63593897,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,27.0,2020-12-07
2020-0067,2020-12-11,2020,12,11,22:00:00,22,SAENZ AV. Y BEAZLEY,4,-58.41657793,-34.65476216,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,51.0,2020-12-11
2020-0068,2020-12-12,2020,12,12,20:30:00,20,DEL LIBERTADOR AV. Y AUSTRIA,2,-58.39731474,-34.58307887,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,71.0,2020-12-20
2020-0069,2020-12-15,2020,12,15,05:20:00,5,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",1,-58.38746381,-34.61790839,PASAJERO_ACOMPAÑANTE,MOTO-PASAJEROS,MOTO,PASAJEROS,25.0,2020-12-15
2020-0070,2020-12-17,2020,12,17,15:35:00,15,"CALLAO AV. Y LAS HERAS, GENERAL",2,-58.39189441,-34.59176378,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,81.0,2020-12-22
2020-0071,2020-12-17,2020,12,17,23:00:00,23,SAN PEDRITO AV. Y DIRECTORIO AV.,7,-58.46749188,-34.63551751,PEATON,PEATON-AUTO,PEATON,AUTO,4.0,2020-12-17
2020-0072,2020-12-19,2020,12,19,03:30:00,3,"JUJUY AV. Y CARLOS, CALVO",3,-58.40280471,-34.62113271,CICLISTA,BICICLETA-AUTO,BICICLETA,AUTO,42.0,2020-12-19
2020-0073,2020-12-20,2020,12,20,07:40:00,7,27 DE FEBRERO AV. Y ESCALADA AV.,8,-58.44451316,-34.68475866,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,56.0,2020-12-20
2020-0074,2020-12-20,2020,12,20,21:00:00,21,BOGOTA Y NAZCA AV.,7,-58.47110424,-34.62742408,CONDUCTOR,AUTO-AUTO,AUTO,AUTO,39.0,2020-12-20
2020-0075,2020-12-23,2020,12,23,14:00:00,14,CORRIENTES AV. Y 9 DE JULIO AV.,1,-58.38220928,-34.60373898,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,23.0,2020-12-23
2020-0076,2020-12-24,2020,12,24,12:30:00,12,ALVAREZ JONTE AV. Y CHIVILCOY,10,-58.49794468,-34.61565025,CONDUCTOR,AUTO-PASAJEROS,AUTO,PASAJEROS,78.0,2021-01-17
2020-0077,2020-12-25,2020,12,25,06:40:00,6,SAN MARTIN AV. Y PUNTA ARENAS,15,-58.47220945,-34.60111373,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,30.0,2020-12-25
2020-0077,2020-12-25,2020,12,25,06:40:00,6,SAN MARTIN AV. Y PUNTA ARENAS,15,-58.47220945,-34.60111373,PASAJERO_ACOMPAÑANTE,MOTO-AUTO,MOTO,AUTO,24.0,2020-12-25
2020-0078,2020-12-25,2020,12,25,05:50:00,5,BARCO CENTENERA DEL 1118,7,-58.43706741,-34.63217813,CICLISTA,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,26.0,2020-12-25
2020-0079,2020-12-27,2020,12,27,04:15:00,4,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",12,-58.49332664,-34.54836855,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,28.0,2020-12-27
2021-0001,2021-01-06,2021,1,6,18:00:00,18,AU FRONDIZI KM. 3,1,-58.37960727,-34.62622851,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,36.0,2021-01-06
2021-0002,2021-01-07,2021,1,7,10:20:00,10,"CASTRO, EMILIO AV. Y MURGUIONDO",9,-58.51061062,-34.64972472,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,47.0,2021-01-07
2021-0003,2021-01-10,2021,1,10,07:40:00,7,"AU 25 DE MAYO KM. 3,7",7,-58.43052224,-34.62941648,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,27.0,2021-01-10
2021-0004,2021-01-11,2021,1,11,09:12:18,9,CASEROS AV. Y GUARANI,5,-58.41455544,-34.63866836,PEATON,PEATON-CARGAS,PEATON,CARGAS,61.0,2021-01-11
2021-0005,2021-01-11,2021,1,11,21:30:00,21,"PERON, EVA AV. 3800",9,-58.46774439,-34.64730145,PEATON,PEATON-AUTO,PEATON,AUTO,73.0,2021-01-14
2021-0006,2021-01-12,2021,1,12,21:00:00,21,AU ILLIA y SARMIENTO AV.,14,-58.40786274,-34.56726817,PASAJERO_ACOMPAÑANTE,MOTO-CARGAS,MOTO,CARGAS,23.0,2021-01-12
2021-0007,2021-01-18,2021,1,18,10:00:00,10,DE LOS CONSTITUYENTES AV. Y GIRIBONE,15,-58.48744301,-34.58622275,CONDUCTOR,MOTO-MOTO,MOTO,MOTO,84.0,2021-01-26
2021-0008,2021-01-22,2021,1,22,23:30:00,23,"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41657793,-34.65476216,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,28.0,2021-01-22
2021-0009,2021-01-23,2021,1,23,05:30:00,5,PAYSANDU Y GAONA,6,-58.45351111,-34.61134937,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,31.0,2021-01-23
2021-0010,2021-01-23,2021,1,23,08:00:00,8,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. ",12,-58.50073810,-34.54979510,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,28.0,2021-01-23
2021-0011,2021-01-27,2021,1,27,01:04:26,1,SANTA FE AV. 1675,2,-58.39144148,-34.59564871,PEATON,PEATON-AUTO,PEATON,AUTO,21.0,2021-01-27
2021-0012,2021-01-29,2021,1,29,20:07:22,20,AU DELLEPIANE Y GUAMINI,8,-58.48191128,-34.68385968,PEATON,PEATON-AUTO,PEATON,AUTO,,2021-01-29
2021-0013,2021-01-31,2021,1,31,06:10:00,6,"FALCON, RAMON L., CNEL. Y OLIVERA AV.",10,-58.48727942,-34.63652467,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,41.0,2021-01-31
